id	 label
1044	36
1045	5
1046	20
1047	36
1048	38
1049	30
1050	37
1051	39
1052	2
1053	16
1054	28
1055	16
1056	2
1057	16
1058	16
1059	8
1060	30
1061	2
1062	10
1063	34
1064	28
1065	23
1066	31
1067	2
1068	28
1069	9
1070	19
1071	27
1072	39
1073	16
1074	9
1075	28
1076	4
1077	26
1078	30
1079	23
1080	33
1081	39
1082	2
1083	34
1084	8
1085	28
1086	10
1087	16
1088	28
1089	24
1090	2
1091	31
1092	16
1093	24
1094	16
1095	11
1096	27
1097	10
1098	16
1099	30
1100	24
1101	30
1102	16
1103	27
1104	34
1105	4
1106	16
1107	23
1108	36
1109	16
1110	28
1111	5
1112	24
1113	7
1114	8
1115	28
1116	28
1117	24
1118	37
1119	24
1120	24
1121	2
1122	30
1123	34
1124	24
1125	24
1126	16
1127	16
1128	9
1129	5
1130	24
1131	23
1132	16
1133	16
1134	24
1135	30
1136	31
1137	16
1138	33
1139	5
1140	16
1141	16
1142	8
1143	24
1144	4
1145	16
1146	24
1147	28
1148	10
1149	2
1150	16
1151	30
1152	24
1153	16
1154	16
1155	36
1156	16
1157	20
1158	16
1159	24
1160	24
1161	27
1162	4
1163	24
1164	11
1165	9
1166	16
1167	6
1168	4
1169	16
1170	16
1171	16
1172	16
1173	10
1174	24
1175	10
1176	30
1177	10
1178	16
1179	30
1180	8
1181	28
1182	24
1183	34
1184	34
1185	6
1186	24
1187	5
1188	24
1189	24
1190	24
1191	30
1192	2
1193	16
1194	2
1195	24
1196	4
1197	6
1198	34
1199	16
1200	34
1201	24
1202	30
1203	27
1204	16
1205	16
1206	8
1207	22
1208	24
1209	39
1210	10
1211	30
1212	24
1213	26
1214	24
1215	24
1216	24
1217	30
1218	24
1219	36
1220	24
1221	30
1222	24
1223	16
1224	16
1225	24
1226	30
1227	11
1228	34
1229	28
1230	27
1231	16
1232	16
1233	38
1234	16
1235	24
1236	16
1237	18
1238	16
1239	24
1240	16
1241	16
1242	5
1243	28
1244	24
1245	34
1246	16
1247	31
1248	27
1249	16
1250	23
1251	16
1252	16
1253	16
1254	24
1255	24
1256	16
1257	24
1258	24
1259	16
1260	24
1261	25
1262	39
1263	8
1264	30
1265	24
1266	5
1267	2
1268	9
1269	28
1270	16
1271	7
1272	27
1273	28
1274	31
1275	28
1276	30
1277	4
1278	11
1279	34
1280	16
1281	30
1282	28
1283	16
1284	28
1285	15
1286	24
1287	4
1288	27
1289	24
1290	4
1291	16
1292	10
1293	28
1294	25
1295	24
1296	36
1297	11
1298	16
1299	16
1300	9
1301	2
1302	16
1303	15
1304	28
1305	24
1306	4
1307	36
1308	5
1309	29
1310	27
1311	16
1312	24
1313	24
1314	10
1315	34
1316	24
1317	34
1318	30
1319	16
1320	16
1321	34
1322	30
1323	30
1324	16
1325	24
1326	37
1327	24
1328	16
1329	16
1330	20
1331	7
1332	26
1333	16
1334	10
1335	28
1336	24
1337	24
1338	21
1339	22
1340	28
1341	16
1342	16
1343	36
1344	31
1345	25
1346	26
1347	2
1348	28
1349	7
1350	24
1351	10
1352	28
1353	24
1354	26
1355	28
1356	30
1357	36
1358	26
1359	30
1360	9
1361	28
1362	28
1363	20
1364	9
1365	36
1366	24
1367	5
1368	3
1369	26
1370	8
1371	8
1372	23
1373	34
1374	28
1375	13
1376	24
1377	4
1378	7
1379	24
1380	28
1381	26
1382	19
1383	8
1384	28
1385	28
1386	24
1387	23
1388	34
1389	5
1390	28
1391	33
1392	28
1393	24
1394	4
1395	28
1396	10
1397	13
1398	34
1399	39
1400	3
1401	37
1402	28
1403	30
1404	2
1405	24
1406	39
1407	2
1408	23
1409	28
1410	30
1411	34
1412	24
1413	11
1414	3
1415	19
1416	10
1417	10
1418	34
1419	24
1420	31
1421	21
1422	26
1423	8
1424	16
1425	14
1426	16
1427	8
1428	4
1429	16
1430	28
1431	39
1432	16
1433	5
1434	28
1435	28
1436	16
1437	28
1438	16
1439	17
1440	28
1441	33
1442	5
1443	28
1444	28
1445	37
1446	7
1447	19
1448	16
1449	28
1450	28
1451	10
1452	23
1453	22
1454	8
1455	28
1456	19
1457	28
1458	38
1459	8
1460	23
1461	28
1462	7
1463	28
1464	28
1465	28
1466	28
1467	5
1468	34
1469	26
1470	22
1471	28
1472	33
1473	10
1474	31
1475	28
1476	29
1477	28
1478	11
1479	28
1480	33
1481	3
1482	24
1483	36
1484	13
1485	2
1486	26
1487	38
1488	28
1489	6
1490	4
1491	14
1492	24
1493	19
1494	7
1495	26
1496	2
1497	9
1498	8
1499	8
1500	18
1501	28
1502	10
1503	39
1504	13
1505	9
1506	16
1507	8
1508	13
1509	36
1510	4
1511	5
1512	28
1513	10
1514	8
1515	9
1516	8
1517	28
1518	28
1519	28
1520	10
1521	4
1522	10
1523	8
1524	30
1525	16
1526	34
1527	13
1528	8
1529	10
1530	28
1531	28
1532	24
1533	16
1534	28
1535	28
1536	16
1537	10
1538	28
1539	9
1540	28
1541	24
1542	16
1543	4
1544	4
1545	28
1546	4
1547	24
1548	10
1549	10
1550	5
1551	30
1552	4
1553	34
1554	26
1555	27
1556	10
1557	8
1558	24
1559	37
1560	26
1561	38
1562	5
1563	9
1564	24
1565	30
1566	2
1567	22
1568	30
1569	33
1570	34
1571	9
1572	24
1573	26
1574	4
1575	16
1576	29
1577	15
1578	28
1579	10
1580	30
1581	28
1582	8
1583	39
1584	37
1585	30
1586	9
1587	13
1588	30
1589	28
1590	20
1591	7
1592	36
1593	16
1594	16
1595	7
1596	9
1597	28
1598	3
1599	30
1600	28
1601	33
1602	4
1603	24
1604	5
1605	37
1606	30
1607	23
1608	28
1609	28
1610	5
1611	26
1612	8
1613	28
1614	31
1615	37
1616	9
1617	5
1618	16
1619	30
1620	30
1621	16
1622	28
1623	38
1624	30
1625	4
1626	8
1627	28
1628	27
1629	28
1630	29
1631	16
1632	30
1633	24
1634	25
1635	33
1636	10
1637	16
1638	34
1639	28
1640	16
1641	24
1642	35
1643	36
1644	24
1645	16
1646	21
1647	15
1648	10
1649	27
1650	24
1651	8
1652	4
1653	16
1654	16
1655	5
1656	34
1657	1
1658	6
1659	30
1660	6
1661	24
1662	28
1663	19
1664	36
1665	8
1666	28
1667	25
1668	16
1669	0
1670	19
1671	24
1672	28
1673	6
1674	36
1675	8
1676	28
1677	4
1678	24
1679	34
1680	22
1681	28
1682	28
1683	16
1684	27
1685	31
1686	28
1687	23
1688	3
1689	34
1690	30
1691	24
1692	34
1693	28
1694	16
1695	19
1696	13
1697	28
1698	34
1699	25
1700	28
1701	26
1702	10
1703	34
1704	34
1705	28
1706	34
1707	27
1708	19
1709	16
1710	30
1711	20
1712	30
1713	34
1714	33
1715	33
1716	25
1717	16
1718	27
1719	3
1720	16
1721	27
1722	16
1723	34
1724	16
1725	28
1726	10
1727	13
1728	16
1729	34
1730	10
1731	26
1732	28
1733	8
1734	16
1735	10
1736	25
1737	27
1738	24
1739	16
1740	16
1741	24
1742	28
1743	16
1744	16
1745	16
1746	15
1747	7
1748	4
1749	16
1750	22
1751	24
1752	28
1753	10
1754	10
1755	16
1756	16
1757	33
1758	4
1759	29
1760	28
1761	24
1762	24
1763	36
1764	38
1765	34
1766	8
1767	26
1768	30
1769	16
1770	26
1771	13
1772	4
1773	26
1774	25
1775	8
1776	24
1777	8
1778	25
1779	24
1780	34
1781	16
1782	8
1783	24
1784	16
1785	16
1786	10
1787	34
1788	34
1789	16
1790	24
1791	24
1792	28
1793	2
1794	16
1795	39
1796	22
1797	16
1798	30
1799	30
1800	24
1801	16
1802	24
1803	30
1804	30
1805	31
1806	28
1807	28
1808	28
1809	4
1810	16
1811	16
1812	33
1813	28
1814	28
1815	28
1816	8
1817	30
1818	10
1819	28
1820	5
1821	2
1822	16
1823	16
1824	36
1825	9
1826	24
1827	24
1828	16
1829	34
1830	24
1831	34
1832	27
1833	4
1834	18
1835	8
1836	24
1837	27
1838	28
1839	24
1840	20
1841	16
1842	28
1843	16
1844	24
1845	28
1846	10
1847	5
1848	28
1849	10
1850	36
1851	38
1852	16
1853	22
1854	26
1855	28
1856	18
1857	27
1858	27
1859	8
1860	13
1861	24
1862	34
1863	30
1864	16
1865	27
1866	30
1867	5
1868	16
1869	34
1870	16
1871	30
1872	30
1873	26
1874	34
1875	16
1876	24
1877	28
1878	27
1879	31
1880	5
1881	2
1882	30
1883	36
1884	34
1885	10
1886	16
1887	24
1888	13
1889	8
1890	16
1891	22
1892	4
1893	2
1894	30
1895	16
1896	16
1897	16
1898	3
1899	8
1900	23
1901	5
1902	24
1903	16
1904	9
1905	25
1906	10
1907	30
1908	1
1909	27
1910	13
1911	28
1912	16
1913	24
1914	16
1915	10
1916	16
1917	5
1918	4
1919	24
1920	16
1921	23
1922	30
1923	37
1924	30
1925	24
1926	6
1927	24
1928	8
1929	10
1930	30
1931	23
1932	31
1933	30
1934	23
1935	2
1936	16
1937	31
1938	16
1939	37
1940	28
1941	24
1942	11
1943	24
1944	16
1945	31
1946	16
1947	36
1948	34
1949	30
1950	24
1951	34
1952	16
1953	4
1954	24
1955	24
1956	18
1957	16
1958	16
1959	24
1960	19
1961	30
1962	24
1963	24
1964	16
1965	8
1966	10
1967	2
1968	16
1969	16
1970	22
1971	10
1972	4
1973	34
1974	16
1975	3
1976	16
1977	34
1978	31
1979	10
1980	4
1981	16
1982	16
1983	24
1984	30
1985	16
1986	16
1987	26
1988	16
1989	30
1990	8
1991	20
1992	16
1993	24
1994	16
1995	37
1996	30
1997	24
1998	5
1999	24
2000	31
2001	16
2002	16
2003	24
2004	16
2005	16
2006	16
2007	16
2008	8
2009	8
2010	8
2011	30
2012	16
2013	5
2014	28
2015	37
2016	4
2017	34
2018	26
2019	36
2020	9
2021	24
2022	5
2023	10
2024	32
2025	36
2026	1
2027	27
2028	28
2029	26
2030	27
2031	16
2032	16
2033	16
2034	5
2035	16
2036	16
2037	27
2038	8
2039	36
2040	19
2041	16
2042	24
2043	16
2044	30
2045	16
2046	28
2047	16
2048	24
2049	39
2050	16
2051	24
2052	16
2053	24
2054	24
2055	29
2056	16
2057	30
2058	24
2059	24
2060	16
2061	30
2062	16
2063	16
2064	16
2065	8
2066	30
2067	34
2068	24
2069	4
2070	31
2071	24
2072	5
2073	24
2074	24
2075	16
2076	16
2077	22
2078	36
2079	8
2080	16
2081	24
2082	4
2083	33
2084	24
2085	10
2086	28
2087	16
2088	36
2089	22
2090	30
2091	10
2092	24
2093	24
2094	16
2095	16
2096	24
2097	24
2098	24
2099	16
2100	19
2101	4
2102	24
2103	24
2104	10
2105	24
2106	30
2107	4
2108	24
2109	28
2110	24
2111	16
2112	16
2113	10
2114	24
2115	27
2116	28
2117	16
2118	28
2119	18
2120	34
2121	38
2122	16
2123	19
2124	24
2125	27
2126	2
2127	30
2128	24
2129	8
2130	34
2131	24
2132	28
2133	13
2134	38
2135	28
2136	34
2137	28
2138	30
2139	16
2140	16
2141	29
2142	24
2143	38
2144	25
2145	9
2146	26
2147	19
2148	33
2149	28
2150	16
2151	28
2152	28
2153	10
2154	37
2155	24
2156	30
2157	24
2158	24
2159	5
2160	39
2161	28
2162	36
2163	24
2164	21
2165	20
2166	25
2167	34
2168	8
2169	39
2170	16
2171	28
2172	16
2173	34
2174	28
2175	16
2176	37
2177	2
2178	17
2179	8
2180	8
2181	2
2182	24
2183	26
2184	16
2185	28
2186	16
2187	23
2188	16
2189	3
2190	24
2191	8
2192	30
2193	28
2194	24
2195	28
2196	39
2197	10
2198	30
2199	9
2200	36
2201	16
2202	37
2203	26
2204	11
2205	28
2206	28
2207	28
2208	30
2209	36
2210	28
2211	8
2212	24
2213	13
2214	3
2215	15
2216	36
2217	16
2218	20
2219	34
2220	25
2221	28
2222	24
2223	16
2224	23
2225	34
2226	8
2227	24
2228	5
2229	1
2230	24
2231	20
2232	10
2233	13
2234	26
2235	28
2236	34
2237	4
2238	2
2239	2
2240	28
2241	24
2242	23
2243	30
2244	28
2245	16
2246	8
2247	24
2248	16
2249	28
2250	16
2251	20
2252	36
2253	16
2254	4
2255	9
2256	13
2257	22
2258	28
2259	2
2260	28
2261	16
2262	24
2263	34
2264	28
2265	2
2266	26
2267	2
2268	28
2269	28
2270	16
2271	28
2272	16
2273	24
2274	34
2275	16
2276	16
2277	9
2278	39
2279	19
2280	26
2281	26
2282	28
2283	9
2284	16
2285	28
2286	24
2287	28
2288	28
2289	34
2290	16
2291	24
2292	3
2293	26
2294	34
2295	16
2296	2
2297	10
2298	2
2299	20
2300	36
2301	2
2302	34
2303	4
2304	28
2305	28
2306	33
2307	28
2308	9
2309	28
2310	16
2311	20
2312	17
2313	36
2314	3
2315	28
2316	5
2317	28
2318	30
2319	16
2320	28
2321	10
2322	24
2323	34
2324	37
2325	39
2326	36
2327	5
2328	28
2329	30
2330	28
2331	19
2332	4
2333	16
2334	28
2335	34
2336	16
2337	5
2338	31
2339	24
2340	27
2341	34
2342	19
2343	28
2344	28
2345	29
2346	37
2347	30
2348	22
2349	34
2350	34
2351	13
2352	16
2353	36
2354	19
2355	34
2356	34
2357	1
2358	34
2359	4
2360	22
2361	16
2362	28
2363	24
2364	34
2365	16
2366	8
2367	30
2368	16
2369	33
2370	8
2371	16
2372	28
2373	24
2374	10
2375	16
2376	34
2377	34
2378	16
2379	29
2380	2
2381	16
2382	5
2383	10
2384	24
2385	24
2386	28
2387	34
2388	32
2389	24
2390	6
2391	16
2392	16
2393	16
2394	9
2395	16
2396	24
2397	34
2398	16
2399	30
2400	28
2401	8
2402	24
2403	30
2404	38
2405	10
2406	16
2407	16
2408	16
2409	24
2410	24
2411	30
2412	24
2413	30
2414	16
2415	16
2416	16
2417	23
2418	16
2419	4
2420	5
2421	31
2422	4
2423	24
2424	24
2425	3
2426	24
2427	16
2428	6
2429	24
2430	24
2431	2
2432	30
2433	16
2434	2
2435	23
2436	16
2437	16
2438	4
2439	30
2440	13
2441	16
2442	16
2443	16
2444	30
2445	10
2446	23
2447	16
2448	34
2449	36
2450	30
2451	30
2452	16
2453	27
2454	27
2455	24
2456	10
2457	8
2458	24
2459	4
2460	16
2461	28
2462	16
2463	27
2464	36
2465	27
2466	16
2467	24
2468	24
2469	28
2470	4
2471	24
2472	34
2473	28
2474	36
2475	15
2476	11
2477	24
2478	28
2479	24
2480	16
2481	24
2482	3
2483	24
2484	27
2485	16
2486	16
2487	25
2488	24
2489	26
2490	24
2491	27
2492	27
2493	24
2494	1
2495	16
2496	24
2497	5
2498	24
2499	2
2500	16
2501	5
2502	13
2503	28
2504	31
2505	16
2506	23
2507	27
2508	16
2509	28
2510	27
2511	4
2512	16
2513	16
2514	27
2515	10
2516	2
2517	18
2518	4
2519	34
2520	34
2521	30
2522	34
2523	24
2524	16
2525	16
2526	27
2527	16
2528	24
2529	16
2530	16
2531	16
2532	34
2533	16
2534	31
2535	28
2536	24
2537	2
2538	10
2539	24
2540	3
2541	31
2542	8
2543	16
2544	16
2545	26
2546	24
2547	16
2548	28
2549	16
2550	8
2551	9
2552	25
2553	16
2554	24
2555	16
2556	8
2557	8
2558	23
2559	24
2560	7
2561	25
2562	28
2563	4
2564	16
2565	27
2566	19
2567	24
2568	8
2569	30
2570	4
2571	24
2572	16
2573	24
2574	24
2575	30
2576	36
2577	16
2578	16
2579	10
2580	16
2581	26
2582	16
2583	24
2584	28
2585	16
2586	28
2587	16
2588	24
2589	30
2590	4
2591	5
2592	26
2593	38
2594	22
2595	28
2596	24
2597	18
2598	24
2599	18
2600	16
2601	24
2602	6
2603	22
2604	16
2605	13
2606	28
2607	4
2608	16
2609	4
2610	34
2611	24
2612	27
2613	11
2614	30
2615	27
2616	2
2617	28
2618	30
2619	16
2620	4
2621	36
2622	16
2623	4
2624	29
2625	16
2626	2
2627	16
2628	16
2629	16
2630	16
2631	18
2632	24
2633	3
2634	4
2635	4
2636	30
2637	23
2638	27
2639	14
2640	23
2641	20
2642	10
2643	36
2644	14
2645	28
2646	5
2647	19
2648	27
2649	10
2650	28
2651	24
2652	21
2653	10
2654	22
2655	28
2656	4
2657	16
2658	9
2659	2
2660	28
2661	24
2662	28
2663	26
2664	22
2665	2
2666	21
2667	31
2668	0
2669	24
2670	14
2671	28
2672	9
2673	37
2674	10
2675	10
2676	10
2677	30
2678	24
2679	2
2680	24
2681	34
2682	28
2683	27
2684	31
2685	30
2686	10
2687	34
2688	2
2689	4
2690	2
2691	13
2692	3
2693	31
2694	24
2695	34
2696	5
2697	4
2698	28
2699	26
2700	10
2701	5
2702	4
2703	28
2704	23
2705	16
2706	5
2707	38
2708	31
2709	20
2710	28
2711	5
2712	28
2713	9
2714	10
2715	39
2716	4
2717	2
2718	10
2719	10
2720	2
2721	3
2722	31
2723	16
2724	28
2725	28
2726	30
2727	24
2728	28
2729	38
2730	24
2731	34
2732	27
2733	5
2734	5
2735	24
2736	34
2737	2
2738	24
2739	8
2740	16
2741	16
2742	36
2743	28
2744	28
2745	24
2746	28
2747	21
2748	16
2749	37
2750	16
2751	8
2752	28
2753	8
2754	24
2755	28
2756	11
2757	28
2758	28
2759	16
2760	9
2761	28
2762	28
2763	9
2764	28
2765	2
2766	34
2767	28
2768	2
2769	16
2770	28
2771	28
2772	7
2773	28
2774	28
2775	13
2776	28
2777	28
2778	10
2779	2
2780	2
2781	28
2782	22
2783	28
2784	22
2785	28
2786	38
2787	31
2788	34
2789	8
2790	22
2791	28
2792	16
2793	3
2794	24
2795	2
2796	16
2797	38
2798	2
2799	23
2800	28
2801	39
2802	23
2803	34
2804	27
2805	2
2806	2
2807	24
2808	28
2809	28
2810	28
2811	1
2812	28
2813	26
2814	8
2815	28
2816	28
2817	26
2818	10
2819	3
2820	28
2821	19
2822	10
2823	9
2824	7
2825	24
2826	14
2827	28
2828	2
2829	8
2830	28
2831	8
2832	28
2833	2
2834	6
2835	10
2836	3
2837	36
2838	28
2839	2
2840	23
2841	13
2842	16
2843	30
2844	16
2845	2
2846	24
2847	36
2848	31
2849	2
2850	22
2851	31
2852	22
2853	30
2854	19
2855	39
2856	24
2857	36
2858	36
2859	28
2860	28
2861	37
2862	10
2863	28
2864	23
2865	28
2866	16
2867	27
2868	16
2869	22
2870	16
2871	26
2872	28
2873	24
2874	24
2875	28
2876	26
2877	27
2878	28
2879	16
2880	28
2881	16
2882	23
2883	19
2884	28
2885	4
2886	16
2887	28
2888	24
2889	8
2890	20
2891	18
2892	10
2893	24
2894	19
2895	38
2896	16
2897	10
2898	24
2899	25
2900	4
2901	24
2902	16
2903	16
2904	16
2905	30
2906	19
2907	16
2908	30
2909	34
2910	10
2911	16
2912	8
2913	24
2914	5
2915	26
2916	5
2917	26
2918	24
2919	2
2920	4
2921	16
2922	16
2923	35
2924	23
2925	37
2926	22
2927	5
2928	28
2929	28
2930	4
2931	24
2932	19
2933	13
2934	31
2935	24
2936	30
2937	24
2938	4
2939	34
2940	24
2941	19
2942	16
2943	0
2944	28
2945	4
2946	28
2947	22
2948	16
2949	22
2950	19
2951	34
2952	34
2953	2
2954	28
2955	28
2956	28
2957	24
2958	19
2959	28
2960	34
2961	28
2962	4
2963	27
2964	4
2965	28
2966	10
2967	30
2968	10
2969	16
2970	4
2971	25
2972	3
2973	5
2974	37
2975	16
2976	28
2977	26
2978	24
2979	16
2980	2
2981	16
2982	6
2983	24
2984	10
2985	16
2986	31
2987	5
2988	28
2989	24
2990	37
2991	28
2992	16
2993	2
2994	24
2995	28
2996	16
2997	28
